week,category,sku_count,brand_count,weekly_sales,promo_active,normal_price,promo_price
13,Susu Kemasan,154,12,707,1,5999,7418
13,Kopi Kemasan,189,11,386,0,19999,5999
13,Kacang,165,10,491,1,14999,7220
13,Buah-Buahan,179,13,608,0,5999,9999
13,Sayur-Sayuran,196,11,281,1,19999,15340
13,Ice Cream,174,16,425,1,14999,4487
13,Kornet,136,9,539,0,24999,5999
13,Daging Segar,184,8,811,0,14999,5999
13,Minyak Goreng,179,13,540,1,5999,13030
13,Kentang Goreng,163,7,359,0,19999,19999
13,Telur,193,9,505,0,9999,5999
13,Seafood Segar,136,18,649,0,14999,24999
13,Mentega,120,15,420,0,24999,24999
13,Krim,42,10,198,1,24999,5118
13,Bihun,113,13,596,1,19999,21993
14,Susu Bubuk,86,14,586,0,24999,14999
14,Biskuit,37,27,327,0,9999,19999
14,Sirup,29,11,758,0,14999,14999
14,Soda,53,7,598,0,14999,5999
14,Cokelat,67,21,445,1,9999,4549
14,Roti,64,15,375,1,19999,8397
14,Sereal,107,11,1171,0,19999,5999
14,Mie Instan,186,8,790,0,19999,19999
14,Kopi Bubuk,165,9,353,0,14999,5999
14,Sarden Kaleng,86,5,199,0,24999,5999
14,Jus Kemasan,109,15,280,0,5999,14999
14,Buah Kering,172,21,500,0,19999,5999
14,Beras,134,19,316,0,24999,5999
14,Teh,184,23,547,1,9999,21689
14,Pasta,152,25,608,0,9999,9999
14,Mayones,180,13,603,0,24999,24999
14,Kecap,165,8,243,0,9999,24999
14,Penyedap Rasa,79,3,147,0,19999,14999
14,Saos,194,20,578,0,24999,19999
14,Garam,139,10,293,1,19999,4608
14,Gula,168,13,461,1,24999,17154
14,Kaldu Jamur,98,11,376,0,5999,19999
14,Selai,186,22,427,0,19999,19999
14,Permen,179,18,379,1,9999,7944
14,Gulali,65,5,270,0,5999,24999
14,Makaroni,162,8,556,0,24999,9999
14,Marshmallow,132,10,409,0,14999,5999
14,Kuaci,73,3,224,0,24999,5999
14,Yogurt,195,8,453,0,14999,19999
14,Keju,168,12,757,0,5999,24999
14,Nugget,175,13,798,0,19999,14999
14,Air Mineral,195,8,952,1,14999,4605
14,Minuman Isotonik,164,17,776,0,24999,14999
14,Keripik,172,20,807,0,9999,5999
14,Susu Kemasan,154,12,673,0,5999,24999
14,Kopi Kemasan,189,11,386,0,19999,5999
14,Kacang,165,10,449,1,14999,19472
14,Buah-Buahan,179,13,586,0,5999,19999
14,Sayur-Sayuran,196,11,287,0,19999,24999
14,Ice Cream,174,16,496,0,14999,24999
14,Kornet,136,9,609,0,24999,24999
14,Daging Segar,184,8,710,1,14999,4923
14,Minyak Goreng,179,13,587,0,5999,19999
14,Kentang Goreng,163,7,388,0,19999,14999
14,Telur,193,9,567,1,9999,14320
14,Seafood Segar,136,18,757,0,14999,9999
14,Mentega,120,15,409,0,24999,14999
14,Krim,42,10,202,0,24999,9999
14,Bihun,113,13,531,0,19999,24999
15,Susu Bubuk,86,14,470,1,24999,12101
15,Biskuit,37,27,338,0,9999,24999
15,Sirup,29,11,794,0,14999,24999
15,Soda,53,7,559,0,14999,5999
15,Cokelat,67,21,419,0,9999,24999
15,Roti,64,15,401,0,19999,5999
15,Sereal,107,11,834,0,19999,9999
15,Mie Instan,186,8,800,0,19999,14999
15,Kopi Bubuk,165,9,407,1,14999,4716
15,Sarden Kaleng,86,5,202,0,24999,5999
15,Jus Kemasan,109,15,260,0,5999,19999
15,Buah Kering,172,21,551,0,19999,24999
15,Beras,134,19,281,0,24999,24999
15,Teh,184,23,625,0,9999,24999
15,Pasta,152,25,628,0,9999,9999
15,Mayones,180,13,745,0,24999,14999
15,Kecap,165,8,267,0,9999,24999
15,Penyedap Rasa,79,3,139,0,19999,5999
15,Saos,194,20,453,0,24999,5999
15,Garam,139,10,269,0,19999,14999
15,Gula,168,13,457,0,24999,24999
15,Kaldu Jamur,98,11,381,0,5999,14999
15,Selai,186,22,427,0,19999,9999
15,Permen,179,18,332,0,9999,9999
15,Gulali,65,5,262,1,5999,19351
15,Makaroni,162,8,438,0,24999,9999
15,Marshmallow,132,10,354,1,14999,4305
15,Kuaci,73,3,245,0,24999,19999
15,Yogurt,195,8,427,1,14999,4863
15,Keju,168,12,696,1,5999,11567
15,Nugget,175,13,775,1,19999,18472
15,Air Mineral,195,8,879,0,14999,19999
15,Minuman Isotonik,164,17,611,1,24999,15388
15,Keripik,172,20,896,0,9999,9999
15,Susu Kemasan,154,12,735,0,5999,14999
15,Kopi Kemasan,189,11,422,0,19999,5999
15,Kacang,165,10,455,1,14999,11103
15,Buah-Buahan,179,13,560,0,5999,19999
15,Sayur-Sayuran,196,11,274,1,19999,13227
15,Ice Cream,174,16,547,1,14999,21228
15,Kornet,136,9,546,0,24999,24999
15,Daging Segar,184,8,831,1,14999,17877
15,Minyak Goreng,179,13,631,1,5999,8961
15,Kentang Goreng,163,7,347,0,19999,9999
15,Telur,193,9,494,0,9999,14999
15,Seafood Segar,136,18,626,0,14999,14999
15,Mentega,120,15,410,1,24999,12231
15,Krim,42,10,201,1,24999,17225
15,Bihun,113,13,472,0,19999,5999
16,Susu Bubuk,86,14,621,0,24999,14999
16,Biskuit,37,27,394,0,9999,24999
16,Sirup,29,11,843,1,14999,13115
16,Soda,53,7,695,0,14999,24999
16,Cokelat,67,21,425,0,9999,5999
16,Roti,64,15,373,1,19999,13492
16,Sereal,107,11,1021,0,19999,14999
16,Mie Instan,186,8,778,1,19999,4958
16,Kopi Bubuk,165,9,383,1,14999,5066
16,Sarden Kaleng,86,5,229,0,24999,19999
16,Jus Kemasan,109,15,284,0,5999,14999
16,Buah Kering,172,21,481,0,19999,24999
16,Beras,134,19,307,0,24999,5999
16,Teh,184,23,572,0,9999,9999
16,Pasta,152,25,613,0,9999,9999
16,Mayones,180,13,646,0,24999,19999
16,Kecap,165,8,262,0,9999,14999
16,Penyedap Rasa,79,3,140,0,19999,24999
16,Saos,194,20,510,0,24999,24999
16,Garam,139,10,349,0,19999,24999
16,Gula,168,13,455,0,24999,9999
16,Kaldu Jamur,98,11,402,0,5999,19999
16,Selai,186,22,570,0,19999,19999
16,Permen,179,18,361,0,9999,19999
16,Gulali,65,5,261,0,5999,9999
16,Makaroni,162,8,513,0,24999,9999
16,Marshmallow,132,10,434,0,14999,5999
16,Kuaci,73,3,254,0,24999,9999
16,Yogurt,195,8,403,0,14999,5999
16,Keju,168,12,538,0,5999,9999
16,Nugget,175,13,755,1,19999,22153
16,Air Mineral,195,8,879,1,14999,11310
16,Minuman Isotonik,164,17,744,1,24999,11800
16,Keripik,172,20,940,1,9999,16699
16,Susu Kemasan,154,12,694,1,5999,7277
16,Kopi Kemasan,189,11,396,0,19999,14999
16,Kacang,165,10,481,1,14999,5010
16,Buah-Buahan,179,13,601,1,5999,4325
16,Sayur-Sayuran,196,11,299,0,19999,24999
16,Ice Cream,174,16,461,0,14999,19999
16,Kornet,136,9,650,0,24999,14999
16,Daging Segar,184,8,743,0,14999,19999
16,Minyak Goreng,179,13,586,0,5999,19999
16,Kentang Goreng,163,7,385,1,19999,4987
16,Telur,193,9,461,0,9999,24999
16,Seafood Segar,136,18,700,1,14999,18975
16,Mentega,120,15,333,1,24999,17897
16,Krim,42,10,190,0,24999,19999
16,Bihun,113,13,584,1,19999,14171
17,Susu Bubuk,86,14,569,0,24999,5999
17,Biskuit,37,27,325,0,9999,24999
17,Sirup,29,11,662,0,14999,24999
17,Soda,53,7,553,0,14999,19999
17,Cokelat,67,21,483,1,9999,11977
17,Roti,64,15,258,0,19999,24999
17,Sereal,107,11,961,0,19999,19999
17,Mie Instan,186,8,727,1,19999,15068
17,Kopi Bubuk,165,9,369,0,14999,19999
17,Sarden Kaleng,86,5,250,0,24999,24999
17,Jus Kemasan,109,15,307,0,5999,9999
17,Buah Kering,172,21,421,0,19999,14999
17,Beras,134,19,309,0,24999,24999
17,Teh,184,23,619,0,9999,14999
17,Pasta,152,25,754,0,9999,14999
17,Mayones,180,13,674,0,24999,24999
17,Kecap,165,8,250,1,9999,14230
17,Penyedap Rasa,79,3,138,0,19999,5999
17,Saos,194,20,438,0,24999,9999
17,Garam,139,10,294,0,19999,9999
17,Gula,168,13,493,0,24999,14999
17,Kaldu Jamur,98,11,371,0,5999,19999
17,Selai,186,22,496,0,19999,5999
17,Permen,179,18,339,0,9999,19999
17,Gulali,65,5,306,0,5999,5999
17,Makaroni,162,8,631,1,24999,16522
17,Marshmallow,132,10,398,0,14999,5999
17,Kuaci,73,3,251,0,24999,24999
17,Yogurt,195,8,320,1,14999,20603
17,Keju,168,12,692,0,5999,14999
17,Nugget,175,13,864,0,19999,24999
17,Air Mineral,195,8,918,0,14999,5999
17,Minuman Isotonik,164,17,795,1,24999,20135
17,Keripik,172,20,779,0,9999,19999
17,Susu Kemasan,154,12,577,1,5999,13442
17,Kopi Kemasan,189,11,406,0,19999,14999
17,Kacang,165,10,498,0,14999,9999
17,Buah-Buahan,179,13,568,1,5999,21770
17,Sayur-Sayuran,196,11,304,1,19999,14988
17,Ice Cream,174,16,519,0,14999,9999
17,Kornet,136,9,511,1,24999,14047
17,Daging Segar,184,8,811,0,14999,9999
17,Minyak Goreng,179,13,520,0,5999,14999
17,Kentang Goreng,163,7,320,0,19999,19999
17,Telur,193,9,627,0,9999,9999
17,Seafood Segar,136,18,576,0,14999,14999
17,Mentega,120,15,304,0,24999,24999
17,Krim,42,10,200,0,24999,24999
17,Bihun,113,13,447,0,19999,19999
18,Susu Bubuk,86,14,658,1,24999,4429
18,Biskuit,37,27,379,1,9999,14109
18,Sirup,29,11,833,0,14999,5999
18,Soda,53,7,556,0,14999,9999
18,Cokelat,67,21,480,0,9999,14999
18,Roti,64,15,396,0,19999,24999
18,Sereal,107,11,982,0,19999,19999
18,Mie Instan,186,8,750,0,19999,9999
18,Kopi Bubuk,165,9,412,1,14999,8776
18,Sarden Kaleng,86,5,215,0,24999,24999
18,Jus Kemasan,109,15,299,0,5999,19999
18,Buah Kering,172,21,354,0,19999,14999
18,Beras,134,19,295,1,24999,21132
18,Teh,184,23,410,1,9999,8648
18,Pasta,152,25,823,0,9999,19999
18,Mayones,180,13,728,0,24999,24999
18,Kecap,165,8,185,0,9999,24999
18,Penyedap Rasa,79,3,126,0,19999,24999
18,Saos,194,20,485,0,24999,24999
18,Garam,139,10,285,0,19999,14999
18,Gula,168,13,431,1,24999,16966
18,Kaldu Jamur,98,11,432,1,5999,7605
18,Selai,186,22,421,1,19999,4644
18,Permen,179,18,327,1,9999,17938
18,Gulali,65,5,315,0,5999,5999
18,Makaroni,162,8,520,0,24999,9999
18,Marshmallow,132,10,417,1,14999,4521
18,Kuaci,73,3,249,0,24999,5999
18,Yogurt,195,8,363,0,14999,14999
18,Keju,168,12,522,1,5999,4815
18,Nugget,175,13,801,1,19999,8393
18,Air Mineral,195,8,884,1,14999,12909
18,Minuman Isotonik,164,17,749,0,24999,5999
18,Keripik,172,20,932,0,9999,24999
18,Susu Kemasan,154,12,610,0,5999,5999
18,Kopi Kemasan,189,11,452,1,19999,16683
18,Kacang,165,10,375,0,14999,9999
18,Buah-Buahan,179,13,550,0,5999,19999
18,Sayur-Sayuran,196,11,265,1,19999,8231
18,Ice Cream,174,16,552,1,14999,16235
18,Kornet,136,9,585,0,24999,14999
18,Daging Segar,184,8,818,0,14999,24999
18,Minyak Goreng,179,13,591,0,5999,14999
18,Kentang Goreng,163,7,369,1,19999,13137
18,Telur,193,9,512,0,9999,9999
18,Seafood Segar,136,18,661,1,14999,12003
18,Mentega,120,15,349,1,24999,8664
18,Krim,42,10,200,1,24999,7494
18,Bihun,113,13,525,0,19999,24999
19,Susu Bubuk,86,14,605,0,24999,14999
19,Biskuit,37,27,357,0,9999,19999
19,Sirup,29,11,729,0,14999,14999
19,Soda,53,7,609,0,14999,24999
19,Cokelat,67,21,423,0,9999,19999
19,Roti,64,15,352,1,19999,18006
19,Sereal,107,11,969,0,19999,9999
19,Mie Instan,186,8,744,1,19999,8940
19,Kopi Bubuk,165,9,411,0,14999,5999
19,Sarden Kaleng,86,5,271,0,24999,14999
19,Jus Kemasan,109,15,300,0,5999,14999
19,Buah Kering,172,21,597,1,19999,7574
19,Beras,134,19,269,0,24999,9999
19,Teh,184,23,590,0,9999,19999
19,Pasta,152,25,854,0,9999,19999
19,Mayones,180,13,754,0,24999,24999
19,Kecap,165,8,261,0,9999,14999
19,Penyedap Rasa,79,3,110,0,19999,5999
19,Saos,194,20,502,0,24999,14999
19,Garam,139,10,312,1,19999,7897
19,Gula,168,13,504,0,24999,14999
19,Kaldu Jamur,98,11,399,0,5999,19999
19,Selai,186,22,402,1,19999,4259
19,Permen,179,18,401,1,9999,4739
19,Gulali,65,5,315,1,5999,16902
19,Makaroni,162,8,607,0,24999,5999
19,Marshmallow,132,10,362,0,14999,14999
19,Kuaci,73,3,234,1,24999,4720
19,Yogurt,195,8,264,0,14999,24999
19,Keju,168,12,718,1,5999,16452
19,Nugget,175,13,713,0,19999,9999
19,Air Mineral,195,8,982,0,14999,24999
19,Minuman Isotonik,164,17,631,1,24999,14054
19,Keripik,172,20,815,0,9999,9999
19,Susu Kemasan,154,12,590,0,5999,24999
19,Kopi Kemasan,189,11,374,0,19999,9999
19,Kacang,165,10,465,0,14999,9999
19,Buah-Buahan,179,13,617,0,5999,24999
19,Sayur-Sayuran,196,11,290,1,19999,12349
19,Ice Cream,174,16,506,0,14999,14999
19,Kornet,136,9,647,1,24999,5304
19,Daging Segar,184,8,945,0,14999,19999
19,Minyak Goreng,179,13,554,1,5999,20831
19,Kentang Goreng,163,7,399,0,19999,14999
19,Telur,193,9,616,0,9999,9999
19,Seafood Segar,136,18,671,0,14999,19999
19,Mentega,120,15,319,0,24999,14999
19,Krim,42,10,217,0,24999,24999
19,Bihun,113,13,511,0,19999,19999
20,Susu Bubuk,86,14,515,1,24999,7816
20,Biskuit,37,27,390,1,9999,18301
20,Sirup,29,11,808,1,14999,15784
20,Soda,53,7,630,1,14999,4571
20,Cokelat,67,21,374,0,9999,24999
20,Roti,64,15,318,1,19999,8656
20,Sereal,107,11,1069,1,19999,19132
20,Mie Instan,186,8,696,0,19999,9999
20,Kopi Bubuk,165,9,348,0,14999,24999
20,Sarden Kaleng,86,5,234,0,24999,14999
20,Jus Kemasan,109,15,318,0,5999,24999
20,Buah Kering,172,21,455,0,19999,5999
20,Beras,134,19,229,0,24999,5999
20,Teh,184,23,672,0,9999,24999
20,Pasta,152,25,685,0,9999,24999
20,Mayones,180,13,729,0,24999,24999
20,Kecap,165,8,259,0,9999,5999
20,Penyedap Rasa,79,3,145,0,19999,14999
20,Saos,194,20,471,0,24999,19999
20,Garam,139,10,377,0,19999,9999
20,Gula,168,13,498,0,24999,14999
20,Kaldu Jamur,98,11,395,0,5999,19999
20,Selai,186,22,468,0,19999,5999
20,Permen,179,18,318,0,9999,14999
20,Gulali,65,5,323,1,5999,19999
20,Makaroni,162,8,599,0,24999,5999
20,Marshmallow,132,10,485,0,14999,5999
20,Kuaci,73,3,216,0,24999,24999
20,Yogurt,195,8,353,0,14999,24999
20,Keju,168,12,753,0,5999,5999
20,Nugget,175,13,845,1,19999,4221
20,Air Mineral,195,8,1009,1,14999,5007
20,Minuman Isotonik,164,17,669,0,24999,9999
20,Keripik,172,20,956,0,9999,5999
20,Susu Kemasan,154,12,760,1,5999,21606
20,Kopi Kemasan,189,11,399,1,19999,10881
20,Kacang,165,10,391,0,14999,14999
20,Buah-Buahan,179,13,564,1,5999,19920
20,Sayur-Sayuran,196,11,261,0,19999,9999
20,Ice Cream,174,16,452,1,14999,7133
20,Kornet,136,9,640,0,24999,19999
20,Daging Segar,184,8,750,1,14999,16592
20,Minyak Goreng,179,13,530,1,5999,17987
20,Kentang Goreng,163,7,322,0,19999,24999
20,Telur,193,9,460,1,9999,12619
20,Seafood Segar,136,18,735,0,14999,19999
20,Mentega,120,15,413,1,24999,11636
20,Krim,42,10,193,1,24999,4647
20,Bihun,113,13,562,0,19999,5999
21,Susu Bubuk,86,14,646,0,24999,5999
21,Biskuit,37,27,377,1,9999,8516
21,Sirup,29,11,891,0,14999,14999
21,Soda,53,7,667,0,14999,5999
21,Cokelat,67,21,427,0,9999,24999
21,Roti,64,15,317,0,19999,24999
21,Sereal,107,11,985,0,19999,19999
21,Mie Instan,186,8,853,1,19999,15894
21,Kopi Bubuk,165,9,417,1,14999,11055
21,Sarden Kaleng,86,5,253,1,24999,8013
21,Jus Kemasan,109,15,258,0,5999,5999
21,Buah Kering,172,21,491,0,19999,9999
21,Beras,134,19,258,1,24999,4525
21,Teh,184,23,631,1,9999,19121
21,Pasta,152,25,602,0,9999,19999
21,Mayones,180,13,645,0,24999,9999
21,Kecap,165,8,246,0,9999,19999
21,Penyedap Rasa,79,3,137,1,19999,8397
21,Saos,194,20,447,0,24999,19999
21,Garam,139,10,258,0,19999,24999
21,Gula,168,13,524,1,24999,12972
21,Kaldu Jamur,98,11,399,1,5999,5276
21,Selai,186,22,435,1,19999,19681
21,Permen,179,18,357,1,9999,4891
21,Gulali,65,5,296,0,5999,14999
21,Makaroni,162,8,602,1,24999,19828
21,Marshmallow,132,10,403,0,14999,24999
21,Kuaci,73,3,236,1,24999,21417
21,Yogurt,195,8,324,0,14999,19999
21,Keju,168,12,725,0,5999,9999
21,Nugget,175,13,819,1,19999,14155
21,Air Mineral,195,8,1023,0,14999,24999
21,Minuman Isotonik,164,17,698,1,24999,7780
21,Keripik,172,20,823,1,9999,8413
21,Susu Kemasan,154,12,759,0,5999,19999
21,Kopi Kemasan,189,11,396,0,19999,9999
21,Kacang,165,10,453,0,14999,24999
21,Buah-Buahan,179,13,692,0,5999,9999
21,Sayur-Sayuran,196,11,285,0,19999,5999
21,Ice Cream,174,16,462,0,14999,14999
21,Kornet,136,9,617,1,24999,12531
21,Daging Segar,184,8,752,0,14999,24999
21,Minyak Goreng,179,13,625,0,5999,14999
21,Kentang Goreng,163,7,395,0,19999,14999
21,Telur,193,9,403,1,9999,15654
21,Seafood Segar,136,18,825,1,14999,7037
21,Mentega,120,15,382,1,24999,12598
21,Krim,42,10,218,1,24999,12416
21,Bihun,113,13,458,1,19999,18267
22,Susu Bubuk,86,14,597,1,24999,8480
22,Biskuit,37,27,332,0,9999,14999
22,Sirup,29,11,770,0,14999,19999
22,Soda,53,7,650,0,14999,14999
22,Cokelat,67,21,433,1,9999,12711
22,Roti,64,15,349,0,19999,5999
22,Sereal,107,11,1051,1,19999,17811
22,Mie Instan,186,8,749,0,19999,24999
22,Kopi Bubuk,165,9,349,0,14999,19999
22,Sarden Kaleng,86,5,203,0,24999,14999
22,Jus Kemasan,109,15,282,0,5999,19999
22,Buah Kering,172,21,477,0,19999,19999
22,Beras,134,19,303,0,24999,14999
22,Teh,184,23,551,0,9999,24999
22,Pasta,152,25,706,0,9999,5999
22,Mayones,180,13,639,0,24999,24999
22,Kecap,165,8,245,0,9999,9999
22,Penyedap Rasa,79,3,133,1,19999,12189
22,Saos,194,20,469,0,24999,14999
22,Garam,139,10,278,0,19999,19999
22,Gula,168,13,476,0,24999,9999
22,Kaldu Jamur,98,11,341,1,5999,7563
22,Selai,186,22,443,0,19999,9999
22,Permen,179,18,333,0,9999,5999
22,Gulali,65,5,298,0,5999,24999
22,Makaroni,162,8,568,1,24999,5327
22,Marshmallow,132,10,383,0,14999,5999
22,Kuaci,73,3,263,0,24999,19999
22,Yogurt,195,8,416,0,14999,9999
22,Keju,168,12,708,0,5999,19999
22,Nugget,175,13,581,1,19999,22256
22,Air Mineral,195,8,931,0,14999,14999
22,Minuman Isotonik,164,17,803,1,24999,17880
22,Keripik,172,20,894,1,9999,20807
22,Susu Kemasan,154,12,611,0,5999,14999
22,Kopi Kemasan,189,11,421,0,19999,24999
22,Kacang,165,10,468,0,14999,5999
22,Buah-Buahan,179,13,549,1,5999,13315
22,Sayur-Sayuran,196,11,286,1,19999,21478
22,Ice Cream,174,16,580,0,14999,5999
22,Kornet,136,9,717,0,24999,19999
22,Daging Segar,184,8,805,0,14999,9999
22,Minyak Goreng,179,13,637,1,5999,15832
22,Kentang Goreng,163,7,314,0,19999,5999
22,Telur,193,9,428,1,9999,11213
22,Seafood Segar,136,18,634,1,14999,19830
22,Mentega,120,15,383,0,24999,9999
22,Krim,42,10,198,0,24999,24999
22,Bihun,113,13,625,1,19999,20871
23,Susu Bubuk,86,14,610,1,24999,4811
23,Biskuit,37,27,369,0,9999,24999
23,Sirup,29,11,838,0,14999,19999
23,Soda,53,7,595,1,14999,5154
23,Cokelat,67,21,517,1,9999,4602
23,Roti,64,15,334,1,19999,11019
23,Sereal,107,11,1110,0,19999,9999
23,Mie Instan,186,8,717,0,19999,5999
23,Kopi Bubuk,165,9,403,0,14999,9999
23,Sarden Kaleng,86,5,291,1,24999,7635
23,Jus Kemasan,109,15,268,1,5999,12073
23,Buah Kering,172,21,515,0,19999,5999
23,Beras,134,19,304,0,24999,9999
23,Teh,184,23,591,0,9999,5999
23,Pasta,152,25,756,0,9999,19999
23,Mayones,180,13,700,0,24999,14999
23,Kecap,165,8,258,0,9999,24999
23,Penyedap Rasa,79,3,158,1,19999,7555
23,Saos,194,20,456,0,24999,14999
23,Garam,139,10,310,1,19999,8856
23,Gula,168,13,516,0,24999,5999
23,Kaldu Jamur,98,11,347,0,5999,24999
23,Selai,186,22,405,0,19999,9999
23,Permen,179,18,377,0,9999,24999
23,Gulali,65,5,293,0,5999,14999
23,Makaroni,162,8,504,0,24999,9999
23,Marshmallow,132,10,386,1,14999,8790
23,Kuaci,73,3,252,0,24999,5999
23,Yogurt,195,8,349,0,14999,9999
23,Keju,168,12,607,0,5999,5999
23,Nugget,175,13,645,1,19999,21173
23,Air Mineral,195,8,947,0,14999,9999
23,Minuman Isotonik,164,17,747,0,24999,5999
23,Keripik,172,20,885,0,9999,19999
23,Susu Kemasan,154,12,705,0,5999,24999
23,Kopi Kemasan,189,11,438,0,19999,14999
23,Kacang,165,10,500,0,14999,9999
23,Buah-Buahan,179,13,595,0,5999,24999
23,Sayur-Sayuran,196,11,307,0,19999,24999
23,Ice Cream,174,16,492,0,14999,14999
23,Kornet,136,9,602,0,24999,19999
23,Daging Segar,184,8,793,1,14999,18730
23,Minyak Goreng,179,13,535,0,5999,5999
23,Kentang Goreng,163,7,334,0,19999,5999
23,Telur,193,9,399,0,9999,24999
23,Seafood Segar,136,18,719,0,14999,9999
23,Mentega,120,15,372,1,24999,4291
23,Krim,42,10,212,0,24999,5999
23,Bihun,113,13,564,0,19999,9999
24,Susu Bubuk,86,14,550,0,24999,24999
24,Biskuit,37,27,389,1,9999,20381
24,Sirup,29,11,836,0,14999,14999
24,Soda,53,7,635,0,14999,24999
24,Cokelat,67,21,469,0,9999,9999
24,Roti,64,15,356,1,19999,7814
24,Sereal,107,11,876,1,19999,5312
24,Mie Instan,186,8,811,1,19999,14464
24,Kopi Bubuk,165,9,383,0,14999,5999
24,Sarden Kaleng,86,5,192,0,24999,19999
24,Jus Kemasan,109,15,322,1,5999,19690
24,Buah Kering,172,21,428,1,19999,7211
24,Beras,134,19,238,0,24999,24999
24,Teh,184,23,553,0,9999,19999
24,Pasta,152,25,736,1,9999,15675
24,Mayones,180,13,629,0,24999,24999
24,Kecap,165,8,244,0,9999,14999
24,Penyedap Rasa,79,3,106,0,19999,24999
24,Saos,194,20,425,0,24999,14999
24,Garam,139,10,268,0,19999,9999
24,Gula,168,13,376,1,24999,17539
24,Kaldu Jamur,98,11,414,1,5999,19655
24,Selai,186,22,457,0,19999,9999
24,Permen,179,18,280,0,9999,9999
24,Gulali,65,5,279,0,5999,14999
24,Makaroni,162,8,562,0,24999,9999
24,Marshmallow,132,10,413,1,14999,21785
24,Kuaci,73,3,270,1,24999,13339
24,Yogurt,195,8,351,0,14999,14999
24,Keju,168,12,766,1,5999,4923
24,Nugget,175,13,874,0,19999,5999
24,Air Mineral,195,8,803,0,14999,9999
24,Minuman Isotonik,164,17,724,0,24999,5999
24,Keripik,172,20,722,0,9999,24999
24,Susu Kemasan,154,12,823,1,5999,7167
24,Kopi Kemasan,189,11,366,0,19999,5999
24,Kacang,165,10,467,0,14999,24999
24,Buah-Buahan,179,13,515,1,5999,19022
24,Sayur-Sayuran,196,11,241,0,19999,5999
24,Ice Cream,174,16,468,0,14999,14999
24,Kornet,136,9,554,0,24999,24999
24,Daging Segar,184,8,758,1,14999,5143
24,Minyak Goreng,179,13,565,0,5999,24999
24,Kentang Goreng,163,7,351,0,19999,9999
24,Telur,193,9,431,0,9999,19999
24,Seafood Segar,136,18,635,0,14999,14999
24,Mentega,120,15,391,0,24999,24999
24,Krim,42,10,206,0,24999,9999
24,Bihun,113,13,499,0,19999,19999
25,Susu Bubuk,86,14,614,0,24999,9999
25,Biskuit,37,27,375,1,9999,19171
25,Sirup,29,11,801,0,14999,19999
25,Soda,53,7,549,1,14999,13231
25,Cokelat,67,21,412,0,9999,5999
25,Roti,64,15,295,0,19999,9999
25,Sereal,107,11,799,0,19999,19999
25,Mie Instan,186,8,835,1,19999,12423
25,Kopi Bubuk,165,9,366,0,14999,19999
25,Sarden Kaleng,86,5,261,0,24999,14999
25,Jus Kemasan,109,15,317,0,5999,19999
25,Buah Kering,172,21,504,0,19999,19999
25,Beras,134,19,303,0,24999,24999
25,Teh,184,23,539,0,9999,9999
25,Pasta,152,25,797,0,9999,19999
25,Mayones,180,13,786,1,24999,13454
25,Kecap,165,8,194,1,9999,11732
25,Penyedap Rasa,79,3,127,0,19999,24999
25,Saos,194,20,481,0,24999,5999
25,Garam,139,10,377,0,19999,5999
25,Gula,168,13,534,1,24999,14779
25,Kaldu Jamur,98,11,410,1,5999,8730
25,Selai,186,22,442,0,19999,9999
25,Permen,179,18,338,1,9999,11472
25,Gulali,65,5,248,0,5999,5999
25,Makaroni,162,8,548,0,24999,9999
25,Marshmallow,132,10,451,0,14999,5999
25,Kuaci,73,3,254,0,24999,24999
25,Yogurt,195,8,408,0,14999,24999
25,Keju,168,12,701,0,5999,5999
25,Nugget,175,13,710,1,19999,8187
25,Air Mineral,195,8,901,0,14999,9999
25,Minuman Isotonik,164,17,680,0,24999,9999
25,Keripik,172,20,983,1,9999,12143
25,Susu Kemasan,154,12,767,0,5999,14999
25,Kopi Kemasan,189,11,408,0,19999,19999
25,Kacang,165,10,478,0,14999,19999
25,Buah-Buahan,179,13,729,0,5999,24999
25,Sayur-Sayuran,196,11,262,0,19999,9999
25,Ice Cream,174,16,500,0,14999,19999
25,Kornet,136,9,622,1,24999,22000
25,Daging Segar,184,8,845,0,14999,9999
25,Minyak Goreng,179,13,517,0,5999,24999
25,Kentang Goreng,163,7,324,0,19999,14999
25,Telur,193,9,519,0,9999,19999
25,Seafood Segar,136,18,590,0,14999,19999
25,Mentega,120,15,359,1,24999,16598
25,Krim,42,10,190,1,24999,11395
25,Bihun,113,13,477,1,19999,21059
26,Susu Bubuk,86,14,524,0,24999,24999
26,Biskuit,37,27,410,1,9999,13195
26,Sirup,29,11,799,0,14999,9999
26,Soda,53,7,590,0,14999,19999
26,Cokelat,67,21,388,0,9999,19999
26,Roti,64,15,313,0,19999,14999
26,Sereal,107,11,954,0,19999,19999
26,Mie Instan,186,8,745,0,19999,5999
26,Kopi Bubuk,165,9,302,0,14999,9999
26,Sarden Kaleng,86,5,221,0,24999,24999
26,Jus Kemasan,109,15,329,1,5999,20391
26,Buah Kering,172,21,517,0,19999,24999
26,Beras,134,19,271,0,24999,14999
26,Teh,184,23,645,1,9999,21400
26,Pasta,152,25,785,0,9999,24999
26,Mayones,180,13,661,1,24999,11087
26,Kecap,165,8,214,0,9999,19999
26,Penyedap Rasa,79,3,137,1,19999,12996
26,Saos,194,20,476,0,24999,14999
26,Garam,139,10,305,0,19999,14999
